time,train_position,train_speed,passenger_count,decision_interval,n1_quality,n2_quality,n3_quality,n1_latency,n2_latency,n3_latency,n1_loss,n2_loss,n3_loss,n1_load,n2_load,n3_load,n1_score,n2_score,n3_score,selected_link
1,10,10,6,2,0.577778,0,0,20,35,50,3.37778,8,8,6,0,0,0.716667,0,0,1
3,30,10,6,2,0.622222,0,0,20,35,50,3.02222,8,8,6,0,0,0.743333,0,0,1
5,50,10,6,2,0.666667,0,0,20,35,50,2.66667,8,8,6,0,0,0.77,0,0,1
7,70,10,6,2,0.711111,0.0444444,0,20,35,50,2.31111,7.64444,8,6,0,0,0.796667,0,0,1
9,90,10,6,2,0.755556,0.0888889,0,20,35,50,1.95556,7.28889,8,5,1,0,0.823333,0.3175,0,1
11,110,10,6,2,0.8,0.133333,0,20,35,50,1.6,6.93333,8,4,2,0,0.85,0.344167,0,1
13,130,10,6,2,0.844444,0.177778,0,20,35,50,1.24444,6.57778,8,4,2,0,0.876667,0.370833,0,1
15,150,10,6,2,0.888889,0.222222,0,20,35,50,0.888889,6.22222,8,4,2,0,0.903333,0.3975,0,1
17,170,10,6,2,0.933333,0.266667,0,20,35,50,0.533333,5.86667,8,4,2,0,0.93,0.424167,0,1
19,190,10,6,2,0.977778,0.311111,0,20,35,50,0.177778,5.51111,8,4,2,0,0.956667,0.450833,0,1
21,210,10,6,2,0.977778,0.355556,0,20,35,50,0.177778,5.15556,8,4,2,0,0.956667,0.4775,0,1
23,230,10,6,2,0.933333,0.4,0,20,35,50,0.533333,4.8,8,4,2,0,0.93,0.504167,0,1
25,250,10,6,2,0.888889,0.444444,0,20,35,50,0.888889,4.44444,8,4,2,0,0.903333,0.530833,0,1
27,270,10,6,2,0.844444,0.488889,0,20,35,50,1.24444,4.08889,8,4,2,0,0.876667,0.5575,0,1
29,290,10,6,2,0.8,0.533333,0,20,35,50,1.6,3.73333,8,4,2,0,0.85,0.584167,0,1
31,310,10,6,2,0.755556,0.577778,0,20,35,50,1.95556,3.37778,8,4,2,0,0.823333,0.610833,0,1
33,330,10,6,2,0.711111,0.622222,0,20,35,50,2.31111,3.02222,8,3,3,0,0.796667,0.6375,0,1
35,350,10,6,2,0.666667,0.666667,0,20,35,50,2.66667,2.66667,8,3,3,0,0.77,0.664167,0,1
37,370,10,6,2,0.622222,0.711111,0.0444444,20,35,50,3.02222,2.31111,7.64444,3,3,0,0.743333,0.690833,0,1
39,390,10,6,2,0.577778,0.755556,0.0888889,20,35,50,3.37778,1.95556,7.28889,2,3,1,0.716667,0.7175,0.253333,2
41,410,10,6,2,0.533333,0.8,0.133333,20,35,50,3.73333,1.6,6.93333,2,3,1,0.69,0.744167,0.28,2
43,430,10,6,2,0.488889,0.844444,0.177778,20,35,50,4.08889,1.24444,6.57778,2,3,1,0.663333,0.770833,0.306667,2
45,450,10,6,2,0.444444,0.888889,0.222222,20,35,50,4.44444,0.888889,6.22222,2,3,1,0.636667,0.7975,0.333333,2
47,470,10,6,2,0.4,0.933333,0.266667,20,35,50,4.8,0.533333,5.86667,2,3,1,0.61,0.824167,0.36,2
49,490,10,6,2,0.355556,0.977778,0.311111,20,35,50,5.15556,0.177778,5.51111,2,3,1,0.583333,0.850833,0.386667,2
51,510,10,6,2,0.311111,0.977778,0.355556,20,35,50,5.51111,0.177778,5.15556,2,3,1,0.556667,0.850833,0.413333,2
53,530,10,6,2,0.266667,0.933333,0.4,20,35,50,5.86667,0.533333,4.8,2,3,1,0.53,0.824167,0.44,2
55,550,10,6,2,0.222222,0.888889,0.444444,20,35,50,6.22222,0.888889,4.44444,2,3,1,0.503333,0.7975,0.466667,2
57,570,10,6,2,0.177778,0.844444,0.488889,20,35,50,6.57778,1.24444,4.08889,1,3,2,0.476667,0.770833,0.493333,2
59,590,10,6,2,0.133333,0.8,0.533333,20,35,50,6.93333,1.6,3.73333,1,3,2,0.45,0.744167,0.52,2
1,10,10,6,5,0.577778,0,0,20,35,50,3.37778,8,8,6,0,0,0.716667,0,0,1
6,60,10,6,5,0.688889,0.0222222,0,20,35,50,2.48889,7.82222,8,6,0,0,0.783333,0,0,1
11,110,10,6,5,0.8,0.133333,0,20,35,50,1.6,6.93333,8,4,2,0,0.85,0.344167,0,1
16,160,10,6,5,0.911111,0.244444,0,20,35,50,0.711111,6.04444,8,4,2,0,0.916667,0.410833,0,1
21,210,10,6,5,0.977778,0.355556,0,20,35,50,0.177778,5.15556,8,4,2,0,0.956667,0.4775,0,1
26,260,10,6,5,0.866667,0.466667,0,20,35,50,1.06667,4.26667,8,4,2,0,0.89,0.544167,0,1
31,310,10,6,5,0.755556,0.577778,0,20,35,50,1.95556,3.37778,8,4,2,0,0.823333,0.610833,0,1
36,360,10,6,5,0.644444,0.688889,0.0222222,20,35,50,2.84444,2.48889,7.82222,3,3,0,0.756667,0.6775,0,1
41,410,10,6,5,0.533333,0.8,0.133333,20,35,50,3.73333,1.6,6.93333,2,3,1,0.69,0.744167,0.28,2
46,460,10,6,5,0.422222,0.911111,0.244444,20,35,50,4.62222,0.711111,6.04444,2,3,1,0.623333,0.810833,0.346667,2
51,510,10,6,5,0.311111,0.977778,0.355556,20,35,50,5.51111,0.177778,5.15556,2,3,1,0.556667,0.850833,0.413333,2
56,560,10,6,5,0.2,0.866667,0.466667,20,35,50,6.4,1.06667,4.26667,2,3,1,0.49,0.784167,0.48,2
1,10,10,12,2,0.577778,0,0,20,35,50,3.37778,8,8,12,0,0,0.716667,0,0,1
3,30,10,12,2,0.622222,0,0,20,35,50,3.02222,8,8,12,0,0,0.743333,0,0,1
5,50,10,12,2,0.666667,0,0,20,35,50,2.66667,8,8,12,0,0,0.77,0,0,1
7,70,10,12,2,0.711111,0.0444444,0,20,35,50,2.31111,7.64444,8,12,0,0,0.796667,0,0,1
9,90,10,12,2,0.755556,0.0888889,0,20,35,50,1.95556,7.28889,8,9,3,0,0.823333,0.3175,0,1
11,110,10,12,2,0.8,0.133333,0,20,35,50,1.6,6.93333,8,9,3,0,0.85,0.344167,0,1
13,130,10,12,2,0.844444,0.177778,0,20,35,50,1.24444,6.57778,8,9,3,0,0.876667,0.370833,0,1
15,150,10,12,2,0.888889,0.222222,0,20,35,50,0.888889,6.22222,8,9,3,0,0.903333,0.3975,0,1
17,170,10,12,2,0.933333,0.266667,0,20,35,50,0.533333,5.86667,8,8,4,0,0.93,0.424167,0,1
19,190,10,12,2,0.977778,0.311111,0,20,35,50,0.177778,5.51111,8,8,4,0,0.956667,0.450833,0,1
21,210,10,12,2,0.977778,0.355556,0,20,35,50,0.177778,5.15556,8,8,4,0,0.956667,0.4775,0,1
23,230,10,12,2,0.933333,0.4,0,20,35,50,0.533333,4.8,8,8,4,0,0.93,0.504167,0,1
25,250,10,12,2,0.888889,0.444444,0,20,35,50,0.888889,4.44444,8,8,4,0,0.903333,0.530833,0,1
27,270,10,12,2,0.844444,0.488889,0,20,35,50,1.24444,4.08889,8,7,5,0,0.876667,0.5575,0,1
29,290,10,12,2,0.8,0.533333,0,20,35,50,1.6,3.73333,8,7,5,0,0.85,0.584167,0,1
31,310,10,12,2,0.755556,0.577778,0,20,35,50,1.95556,3.37778,8,7,5,0,0.823333,0.610833,0,1
33,330,10,12,2,0.711111,0.622222,0,20,35,50,2.31111,3.02222,8,7,5,0,0.796667,0.6375,0,1
35,350,10,12,2,0.666667,0.666667,0,20,35,50,2.66667,2.66667,8,6,6,0,0.77,0.664167,0,1
37,370,10,12,2,0.622222,0.711111,0.0444444,20,35,50,3.02222,2.31111,7.64444,6,6,0,0.743333,0.690833,0,1
39,390,10,12,2,0.577778,0.755556,0.0888889,20,35,50,3.37778,1.95556,7.28889,5,5,2,0.716667,0.7175,0.253333,2
41,410,10,12,2,0.533333,0.8,0.133333,20,35,50,3.73333,1.6,6.93333,5,5,2,0.69,0.744167,0.28,2
43,430,10,12,2,0.488889,0.844444,0.177778,20,35,50,4.08889,1.24444,6.57778,5,5,2,0.663333,0.770833,0.306667,2
45,450,10,12,2,0.444444,0.888889,0.222222,20,35,50,4.44444,0.888889,6.22222,4,6,2,0.636667,0.7975,0.333333,2
47,470,10,12,2,0.4,0.933333,0.266667,20,35,50,4.8,0.533333,5.86667,4,6,2,0.61,0.824167,0.36,2
49,490,10,12,2,0.355556,0.977778,0.311111,20,35,50,5.15556,0.177778,5.51111,4,6,2,0.583333,0.850833,0.386667,2
51,510,10,12,2,0.311111,0.977778,0.355556,20,35,50,5.51111,0.177778,5.15556,4,6,2,0.556667,0.850833,0.413333,2
53,530,10,12,2,0.266667,0.933333,0.4,20,35,50,5.86667,0.533333,4.8,3,6,3,0.53,0.824167,0.44,2
55,550,10,12,2,0.222222,0.888889,0.444444,20,35,50,6.22222,0.888889,4.44444,3,6,3,0.503333,0.7975,0.466667,2
57,570,10,12,2,0.177778,0.844444,0.488889,20,35,50,6.57778,1.24444,4.08889,3,6,3,0.476667,0.770833,0.493333,2
59,590,10,12,2,0.133333,0.8,0.533333,20,35,50,6.93333,1.6,3.73333,3,5,4,0.45,0.744167,0.52,2
1,10,10,12,5,0.577778,0,0,20,35,50,3.37778,8,8,12,0,0,0.716667,0,0,1
6,60,10,12,5,0.688889,0.0222222,0,20,35,50,2.48889,7.82222,8,12,0,0,0.783333,0,0,1
11,110,10,12,5,0.8,0.133333,0,20,35,50,1.6,6.93333,8,9,3,0,0.85,0.344167,0,1
16,160,10,12,5,0.911111,0.244444,0,20,35,50,0.711111,6.04444,8,8,4,0,0.916667,0.410833,0,1
21,210,10,12,5,0.977778,0.355556,0,20,35,50,0.177778,5.15556,8,8,4,0,0.956667,0.4775,0,1
26,260,10,12,5,0.866667,0.466667,0,20,35,50,1.06667,4.26667,8,8,4,0,0.89,0.544167,0,1
31,310,10,12,5,0.755556,0.577778,0,20,35,50,1.95556,3.37778,8,7,5,0,0.823333,0.610833,0,1
36,360,10,12,5,0.644444,0.688889,0.0222222,20,35,50,2.84444,2.48889,7.82222,6,6,0,0.756667,0.6775,0,1
41,410,10,12,5,0.533333,0.8,0.133333,20,35,50,3.73333,1.6,6.93333,5,5,2,0.69,0.744167,0.28,2
46,460,10,12,5,0.422222,0.911111,0.244444,20,35,50,4.62222,0.711111,6.04444,4,6,2,0.623333,0.810833,0.346667,2
51,510,10,12,5,0.311111,0.977778,0.355556,20,35,50,5.51111,0.177778,5.15556,4,6,2,0.556667,0.850833,0.413333,2
56,560,10,12,5,0.2,0.866667,0.466667,20,35,50,6.4,1.06667,4.26667,3,6,3,0.49,0.784167,0.48,2
1,10,10,18,2,0.577778,0,0,20,35,50,3.37778,8,8,18,0,0,0.716667,0,0,1
3,30,10,18,2,0.622222,0,0,20,35,50,3.02222,8,8,18,0,0,0.743333,0,0,1
5,50,10,18,2,0.666667,0,0,20,35,50,2.66667,8,8,18,0,0,0.77,0,0,1
7,70,10,18,2,0.711111,0.0444444,0,20,35,50,2.31111,7.64444,8,18,0,0,0.796667,0,0,1
9,90,10,18,2,0.755556,0.0888889,0,20,35,50,1.95556,7.28889,8,13,5,0,0.823333,0.3175,0,1
11,110,10,18,2,0.8,0.133333,0,20,35,50,1.6,6.93333,8,13,5,0,0.85,0.344167,0,1
13,130,10,18,2,0.844444,0.177778,0,20,35,50,1.24444,6.57778,8,13,5,0,0.876667,0.370833,0,1
15,150,10,18,2,0.888889,0.222222,0,20,35,50,0.888889,6.22222,8,13,5,0,0.903333,0.3975,0,1
17,170,10,18,2,0.933333,0.266667,0,20,35,50,0.533333,5.86667,8,13,5,0,0.93,0.424167,0,1
19,190,10,18,2,0.977778,0.311111,0,20,35,50,0.177778,5.51111,8,12,6,0,0.956667,0.450833,0,1
21,210,10,18,2,0.977778,0.355556,0,20,35,50,0.177778,5.15556,8,12,6,0,0.956667,0.4775,0,1
23,230,10,18,2,0.933333,0.4,0,20,35,50,0.533333,4.8,8,12,6,0,0.93,0.504167,0,1
25,250,10,18,2,0.888889,0.444444,0,20,35,50,0.888889,4.44444,8,11,7,0,0.903333,0.530833,0,1
27,270,10,18,2,0.844444,0.488889,0,20,35,50,1.24444,4.08889,8,11,7,0,0.876667,0.5575,0,1
29,290,10,18,2,0.8,0.533333,0,20,35,50,1.6,3.73333,8,11,7,0,0.85,0.584167,0,1
31,310,10,18,2,0.755556,0.577778,0,20,35,50,1.95556,3.37778,8,10,8,0,0.823333,0.610833,0,1
33,330,10,18,2,0.711111,0.622222,0,20,35,50,2.31111,3.02222,8,10,8,0,0.796667,0.6375,0,1
35,350,10,18,2,0.666667,0.666667,0,20,35,50,2.66667,2.66667,8,10,8,0,0.77,0.664167,0,1
37,370,10,18,2,0.622222,0.711111,0.0444444,20,35,50,3.02222,2.31111,7.64444,9,9,0,0.743333,0.690833,0,1
39,390,10,18,2,0.577778,0.755556,0.0888889,20,35,50,3.37778,1.95556,7.28889,8,8,2,0.716667,0.7175,0.253333,2
41,410,10,18,2,0.533333,0.8,0.133333,20,35,50,3.73333,1.6,6.93333,7,8,3,0.69,0.744167,0.28,2
43,430,10,18,2,0.488889,0.844444,0.177778,20,35,50,4.08889,1.24444,6.57778,7,8,3,0.663333,0.770833,0.306667,2
45,450,10,18,2,0.444444,0.888889,0.222222,20,35,50,4.44444,0.888889,6.22222,7,8,3,0.636667,0.7975,0.333333,2
47,470,10,18,2,0.4,0.933333,0.266667,20,35,50,4.8,0.533333,5.86667,6,9,3,0.61,0.824167,0.36,2
49,490,10,18,2,0.355556,0.977778,0.311111,20,35,50,5.15556,0.177778,5.51111,6,8,4,0.583333,0.850833,0.386667,2
51,510,10,18,2,0.311111,0.977778,0.355556,20,35,50,5.51111,0.177778,5.15556,5,9,4,0.556667,0.850833,0.413333,2
53,530,10,18,2,0.266667,0.933333,0.4,20,35,50,5.86667,0.533333,4.8,5,9,4,0.53,0.824167,0.44,2
55,550,10,18,2,0.222222,0.888889,0.444444,20,35,50,6.22222,0.888889,4.44444,5,8,5,0.503333,0.7975,0.466667,2
57,570,10,18,2,0.177778,0.844444,0.488889,20,35,50,6.57778,1.24444,4.08889,5,8,5,0.476667,0.770833,0.493333,2
59,590,10,18,2,0.133333,0.8,0.533333,20,35,50,6.93333,1.6,3.73333,5,8,5,0.45,0.744167,0.52,2
1,10,10,18,5,0.577778,0,0,20,35,50,3.37778,8,8,18,0,0,0.716667,0,0,1
6,60,10,18,5,0.688889,0.0222222,0,20,35,50,2.48889,7.82222,8,18,0,0,0.783333,0,0,1
11,110,10,18,5,0.8,0.133333,0,20,35,50,1.6,6.93333,8,13,5,0,0.85,0.344167,0,1
16,160,10,18,5,0.911111,0.244444,0,20,35,50,0.711111,6.04444,8,13,5,0,0.916667,0.410833,0,1
21,210,10,18,5,0.977778,0.355556,0,20,35,50,0.177778,5.15556,8,12,6,0,0.956667,0.4775,0,1
26,260,10,18,5,0.866667,0.466667,0,20,35,50,1.06667,4.26667,8,11,7,0,0.89,0.544167,0,1
31,310,10,18,5,0.755556,0.577778,0,20,35,50,1.95556,3.37778,8,10,8,0,0.823333,0.610833,0,1
36,360,10,18,5,0.644444,0.688889,0.0222222,20,35,50,2.84444,2.48889,7.82222,10,8,0,0.756667,0.6775,0,1
41,410,10,18,5,0.533333,0.8,0.133333,20,35,50,3.73333,1.6,6.93333,7,8,3,0.69,0.744167,0.28,2
46,460,10,18,5,0.422222,0.911111,0.244444,20,35,50,4.62222,0.711111,6.04444,6,9,3,0.623333,0.810833,0.346667,2
51,510,10,18,5,0.311111,0.977778,0.355556,20,35,50,5.51111,0.177778,5.15556,5,9,4,0.556667,0.850833,0.413333,2
56,560,10,18,5,0.2,0.866667,0.466667,20,35,50,6.4,1.06667,4.26667,5,8,5,0.49,0.784167,0.48,2
1,10,10,24,2,0.577778,0,0,20,35,50,3.37778,8,8,24,0,0,0.716667,0,0,1
3,30,10,24,2,0.622222,0,0,20,35,50,3.02222,8,8,24,0,0,0.743333,0,0,1
5,50,10,24,2,0.666667,0,0,20,35,50,2.66667,8,8,24,0,0,0.77,0,0,1
7,70,10,24,2,0.711111,0.0444444,0,20,35,50,2.31111,7.64444,8,24,0,0,0.796667,0,0,1
9,90,10,24,2,0.755556,0.0888889,0,20,35,50,1.95556,7.28889,8,18,6,0,0.823333,0.3175,0,1
11,110,10,24,2,0.8,0.133333,0,20,35,50,1.6,6.93333,8,17,7,0,0.85,0.344167,0,1
13,130,10,24,2,0.844444,0.177778,0,20,35,50,1.24444,6.57778,8,17,7,0,0.876667,0.370833,0,1
15,150,10,24,2,0.888889,0.222222,0,20,35,50,0.888889,6.22222,8,17,7,0,0.903333,0.3975,0,1
17,170,10,24,2,0.933333,0.266667,0,20,35,50,0.533333,5.86667,8,17,7,0,0.93,0.424167,0,1
19,190,10,24,2,0.977778,0.311111,0,20,35,50,0.177778,5.51111,8,16,8,0,0.956667,0.450833,0,1
21,210,10,24,2,0.977778,0.355556,0,20,35,50,0.177778,5.15556,8,16,8,0,0.956667,0.4775,0,1
23,230,10,24,2,0.933333,0.4,0,20,35,50,0.533333,4.8,8,16,8,0,0.93,0.504167,0,1
25,250,10,24,2,0.888889,0.444444,0,20,35,50,0.888889,4.44444,8,15,9,0,0.903333,0.530833,0,1
27,270,10,24,2,0.844444,0.488889,0,20,35,50,1.24444,4.08889,8,15,9,0,0.876667,0.5575,0,1
29,290,10,24,2,0.8,0.533333,0,20,35,50,1.6,3.73333,8,14,10,0,0.85,0.584167,0,1
31,310,10,24,2,0.755556,0.577778,0,20,35,50,1.95556,3.37778,8,14,10,0,0.823333,0.610833,0,1
33,330,10,24,2,0.711111,0.622222,0,20,35,50,2.31111,3.02222,8,13,11,0,0.796667,0.6375,0,1
35,350,10,24,2,0.666667,0.666667,0,20,35,50,2.66667,2.66667,8,13,11,0,0.77,0.664167,0,1
37,370,10,24,2,0.622222,0.711111,0.0444444,20,35,50,3.02222,2.31111,7.64444,12,12,0,0.743333,0.690833,0,1
39,390,10,24,2,0.577778,0.755556,0.0888889,20,35,50,3.37778,1.95556,7.28889,10,11,3,0.716667,0.7175,0.253333,2
41,410,10,24,2,0.533333,0.8,0.133333,20,35,50,3.73333,1.6,6.93333,10,10,4,0.69,0.744167,0.28,2
43,430,10,24,2,0.488889,0.844444,0.177778,20,35,50,4.08889,1.24444,6.57778,9,11,4,0.663333,0.770833,0.306667,2
45,450,10,24,2,0.444444,0.888889,0.222222,20,35,50,4.44444,0.888889,6.22222,9,11,4,0.636667,0.7975,0.333333,2
47,470,10,24,2,0.4,0.933333,0.266667,20,35,50,4.8,0.533333,5.86667,8,11,5,0.61,0.824167,0.36,2
49,490,10,24,2,0.355556,0.977778,0.311111,20,35,50,5.15556,0.177778,5.51111,8,11,5,0.583333,0.850833,0.386667,2
51,510,10,24,2,0.311111,0.977778,0.355556,20,35,50,5.51111,0.177778,5.15556,7,12,5,0.556667,0.850833,0.413333,2
53,530,10,24,2,0.266667,0.933333,0.4,20,35,50,5.86667,0.533333,4.8,7,11,6,0.53,0.824167,0.44,2
55,550,10,24,2,0.222222,0.888889,0.444444,20,35,50,6.22222,0.888889,4.44444,7,11,6,0.503333,0.7975,0.466667,2
57,570,10,24,2,0.177778,0.844444,0.488889,20,35,50,6.57778,1.24444,4.08889,6,11,7,0.476667,0.770833,0.493333,2
59,590,10,24,2,0.133333,0.8,0.533333,20,35,50,6.93333,1.6,3.73333,6,11,7,0.45,0.744167,0.52,2
1,10,10,24,5,0.577778,0,0,20,35,50,3.37778,8,8,24,0,0,0.716667,0,0,1
6,60,10,24,5,0.688889,0.0222222,0,20,35,50,2.48889,7.82222,8,24,0,0,0.783333,0,0,1
11,110,10,24,5,0.8,0.133333,0,20,35,50,1.6,6.93333,8,17,7,0,0.85,0.344167,0,1
16,160,10,24,5,0.911111,0.244444,0,20,35,50,0.711111,6.04444,8,17,7,0,0.916667,0.410833,0,1
21,210,10,24,5,0.977778,0.355556,0,20,35,50,0.177778,5.15556,8,16,8,0,0.956667,0.4775,0,1
26,260,10,24,5,0.866667,0.466667,0,20,35,50,1.06667,4.26667,8,15,9,0,0.89,0.544167,0,1
31,310,10,24,5,0.755556,0.577778,0,20,35,50,1.95556,3.37778,8,14,10,0,0.823333,0.610833,0,1
36,360,10,24,5,0.644444,0.688889,0.0222222,20,35,50,2.84444,2.48889,7.82222,13,11,0,0.756667,0.6775,0,1
41,410,10,24,5,0.533333,0.8,0.133333,20,35,50,3.73333,1.6,6.93333,10,10,4,0.69,0.744167,0.28,2
46,460,10,24,5,0.422222,0.911111,0.244444,20,35,50,4.62222,0.711111,6.04444,8,11,5,0.623333,0.810833,0.346667,2
51,510,10,24,5,0.311111,0.977778,0.355556,20,35,50,5.51111,0.177778,5.15556,7,12,5,0.556667,0.850833,0.413333,2
56,560,10,24,5,0.2,0.866667,0.466667,20,35,50,6.4,1.06667,4.26667,7,11,6,0.49,0.784167,0.48,2
1,15,15,6,2,0.588889,0,0,20,35,50,3.28889,8,8,6,0,0,0.723333,0,0,1
3,45,15,6,2,0.655556,0,0,20,35,50,2.75556,8,8,6,0,0,0.763333,0,0,1
5,75,15,6,2,0.722222,0.0555556,0,20,35,50,2.22222,7.55556,8,5,1,0,0.803333,0.2975,0,1
7,105,15,6,2,0.788889,0.122222,0,20,35,50,1.68889,7.02222,8,4,2,0,0.843333,0.3375,0,1
9,135,15,6,2,0.855556,0.188889,0,20,35,50,1.15556,6.48889,8,4,2,0,0.883333,0.3775,0,1
11,165,15,6,2,0.922222,0.255556,0,20,35,50,0.622222,5.95556,8,4,2,0,0.923333,0.4175,0,1
13,195,15,6,2,0.988889,0.322222,0,20,35,50,0.0888889,5.42222,8,4,2,0,0.963333,0.4575,0,1
15,225,15,6,2,0.944444,0.388889,0,20,35,50,0.444444,4.88889,8,4,2,0,0.936667,0.4975,0,1
17,255,15,6,2,0.877778,0.455556,0,20,35,50,0.977778,4.35556,8,4,2,0,0.896667,0.5375,0,1
19,285,15,6,2,0.811111,0.522222,0,20,35,50,1.51111,3.82222,8,4,2,0,0.856667,0.5775,0,1
21,315,15,6,2,0.744444,0.588889,0,20,35,50,2.04444,3.28889,8,3,3,0,0.816667,0.6175,0,1
23,345,15,6,2,0.677778,0.655556,0,20,35,50,2.57778,2.75556,8,3,3,0,0.776667,0.6575,0,1
25,375,15,6,2,0.611111,0.722222,0.0555556,20,35,50,3.11111,2.22222,7.55556,3,2,1,0.736667,0.6975,0.233333,1
27,405,15,6,2,0.544444,0.788889,0.122222,20,35,50,3.64444,1.68889,7.02222,2,3,1,0.696667,0.7375,0.273333,2
29,435,15,6,2,0.477778,0.855556,0.188889,20,35,50,4.17778,1.15556,6.48889,2,3,1,0.656667,0.7775,0.313333,2
31,465,15,6,2,0.411111,0.922222,0.255556,20,35,50,4.71111,0.622222,5.95556,2,3,1,0.616667,0.8175,0.353333,2
33,495,15,6,2,0.344444,0.988889,0.322222,20,35,50,5.24444,0.0888889,5.42222,2,3,1,0.576667,0.8575,0.393333,2
35,525,15,6,2,0.277778,0.944444,0.388889,20,35,50,5.77778,0.444444,4.88889,2,3,1,0.536667,0.830833,0.433333,2
37,555,15,6,2,0.211111,0.877778,0.455556,20,35,50,6.31111,0.977778,4.35556,2,3,1,0.496667,0.790833,0.473333,2
39,585,15,6,2,0.144444,0.811111,0.522222,20,35,50,6.84444,1.51111,3.82222,1,3,2,0.456667,0.750833,0.513333,2
41,615,15,6,2,0.0777778,0.744444,0.588889,20,35,50,7.37778,2.04444,3.28889,1,3,2,0.416667,0.710833,0.553333,2
43,645,15,6,2,0.0111111,0.677778,0.655556,20,35,50,7.91111,2.57778,2.75556,0,3,3,0,0.670833,0.593333,2
45,675,15,6,2,0,0.611111,0.722222,20,35,50,8,3.11111,2.22222,0,3,3,0,0.630833,0.633333,3
47,705,15,6,2,0,0.544444,0.788889,20,35,50,8,3.64444,1.68889,0,3,3,0,0.590833,0.673333,3
49,735,15,6,2,0,0.477778,0.855556,20,35,50,8,4.17778,1.15556,0,3,3,0,0.550833,0.713333,3
51,765,15,6,2,0,0.411111,0.922222,20,35,50,8,4.71111,0.622222,0,2,4,0,0.510833,0.753333,3
53,795,15,6,2,0,0.344444,0.988889,20,35,50,8,5.24444,0.0888889,0,2,4,0,0.470833,0.793333,3
55,825,15,6,2,0,0.277778,0.944444,20,35,50,8,5.77778,0.444444,0,2,4,0,0.430833,0.766667,3
57,855,15,6,2,0,0.211111,0.877778,20,35,50,8,6.31111,0.977778,0,2,4,0,0.390833,0.726667,3
59,885,15,6,2,0,0.144444,0.811111,20,35,50,8,6.84444,1.51111,0,2,4,0,0.350833,0.686667,3
1,15,15,6,5,0.588889,0,0,20,35,50,3.28889,8,8,6,0,0,0.723333,0,0,1
6,90,15,6,5,0.755556,0.0888889,0,20,35,50,1.95556,7.28889,8,5,1,0,0.823333,0.3175,0,1
11,165,15,6,5,0.922222,0.255556,0,20,35,50,0.622222,5.95556,8,4,2,0,0.923333,0.4175,0,1
16,240,15,6,5,0.911111,0.422222,0,20,35,50,0.711111,4.62222,8,4,2,0,0.916667,0.5175,0,1
21,315,15,6,5,0.744444,0.588889,0,20,35,50,2.04444,3.28889,8,3,3,0,0.816667,0.6175,0,1
26,390,15,6,5,0.577778,0.755556,0.0888889,20,35,50,3.37778,1.95556,7.28889,2,3,1,0.716667,0.7175,0.253333,2
31,465,15,6,5,0.411111,0.922222,0.255556,20,35,50,4.71111,0.622222,5.95556,2,3,1,0.616667,0.8175,0.353333,2
36,540,15,6,5,0.244444,0.911111,0.422222,20,35,50,6.04444,0.711111,4.62222,2,3,1,0.516667,0.810833,0.453333,2
41,615,15,6,5,0.0777778,0.744444,0.588889,20,35,50,7.37778,2.04444,3.28889,1,3,2,0.416667,0.710833,0.553333,2
46,690,15,6,5,0,0.577778,0.755556,20,35,50,8,3.37778,1.95556,0,3,3,0,0.610833,0.653333,3
51,765,15,6,5,0,0.411111,0.922222,20,35,50,8,4.71111,0.622222,0,2,4,0,0.510833,0.753333,3
56,840,15,6,5,0,0.244444,0.911111,20,35,50,8,6.04444,0.711111,0,2,4,0,0.410833,0.746667,3
1,15,15,12,2,0.588889,0,0,20,35,50,3.28889,8,8,12,0,0,0.723333,0,0,1
3,45,15,12,2,0.655556,0,0,20,35,50,2.75556,8,8,12,0,0,0.763333,0,0,1
5,75,15,12,2,0.722222,0.0555556,0,20,35,50,2.22222,7.55556,8,9,3,0,0.803333,0.2975,0,1
7,105,15,12,2,0.788889,0.122222,0,20,35,50,1.68889,7.02222,8,9,3,0,0.843333,0.3375,0,1
9,135,15,12,2,0.855556,0.188889,0,20,35,50,1.15556,6.48889,8,9,3,0,0.883333,0.3775,0,1
11,165,15,12,2,0.922222,0.255556,0,20,35,50,0.622222,5.95556,8,8,4,0,0.923333,0.4175,0,1
13,195,15,12,2,0.988889,0.322222,0,20,35,50,0.0888889,5.42222,8,8,4,0,0.963333,0.4575,0,1
15,225,15,12,2,0.944444,0.388889,0,20,35,50,0.444444,4.88889,8,8,4,0,0.936667,0.4975,0,1
17,255,15,12,2,0.877778,0.455556,0,20,35,50,0.977778,4.35556,8,8,4,0,0.896667,0.5375,0,1
19,285,15,12,2,0.811111,0.522222,0,20,35,50,1.51111,3.82222,8,7,5,0,0.856667,0.5775,0,1
21,315,15,12,2,0.744444,0.588889,0,20,35,50,2.04444,3.28889,8,7,5,0,0.816667,0.6175,0,1
23,345,15,12,2,0.677778,0.655556,0,20,35,50,2.57778,2.75556,8,7,5,0,0.776667,0.6575,0,1
25,375,15,12,2,0.611111,0.722222,0.0555556,20,35,50,3.11111,2.22222,7.55556,6,5,1,0.736667,0.6975,0.233333,1
27,405,15,12,2,0.544444,0.788889,0.122222,20,35,50,3.64444,1.68889,7.02222,5,5,2,0.696667,0.7375,0.273333,2
